midtest,finaltest,attendance,avggrade,percentgrade,counselnum,extralecture,scalarship,scolarregister
23,29,29,2.8,79,3,3,251460,2
24,29,29,2.8,79,4,4,2611460,2
23,31,27,2.7,79,2,2,3325000,2
21,31,29,2.8,79,10,4,251460,2
24,27,28,2.7,79,5,2,251460,2
24,30,27,2.7,79,1,0,251460,2
20,33,24,2.7,79,2,2,3921000,2
24,32,24,2.8,79,3,3,3921000,2
21,30,27,2.7,79,2,1,3921000,2
22,29,28,2.7,79,2,2,3512460,2
22,29,29,2.6,79,2,3,251460,2
25,31,24,2.7,79,2,1,2347460,2
23,30,28,2.8,79,2,2,551460,2
21,28,28,2.8,79,1,2,251460,2
23,25,29,2.6,79,1,2,251460,2
23,29,27,2.6,79,1,3,251460,2
20,23,24,2.7,79,2,4,3921000,2
24,25,26,2.7,79,2,2,251460,2
19,28,23,2.7,79,1,1,251460,2
23,30,27,2.8,79,1,2,251460,2
24,30,28,2.7,79,1,1,251460,2
22,29,26,2.7,79,7,1,3921000,2
23,29,27,2.6,79,1,1,251460,2
24,30,27,2.8,79,1,1,251460,2
25,29,26,2.8,79,1,2,251460,2
22,24,23,2.8,79,1,2,3325000,2
25,28,25,2.9,79,5,2,3325000,2
23,28,29,2.9,79,3,7,2916460,2
23,32,25,2.7,79,1,2,958960,2
17,32,30,2.7,79,3,3,3325000,2
20,31,29,2.7,79,4,3,1662460,2
21,28,29,2.8,79,2,4,251460,2
18,32,29,2.8,79,4,3,2561460,2
19,31,29,2.8,79,2,4,2561460,2
20,33,27,2.8,79,2,4,2916460,2
21,31,28,2.8,79,2,1,251460,2
20,27,27,2.7,79,2,1,2771460,2
23,31,26,2.7,79,1,2,251460,2
20,31,29,2.8,79,1,1,3921000,2
24,30,27,2.7,79,1,2,251460,2
23,30,28,2.7,79,1,2,3921000,2
23,29,29,2.6,79,1,2,251460,2
24,30,26,2.6,79,1,1,3921000,2
24,32,25,2.7,79,1,1,0,2
24,33,25,2.6,79,1,2,3921000,2
22,30,26,2.6,79,2,2,551460,2
20,31,27,2.6,79,2,0,251460,2
22,29,29,2.7,79,1,2,3325000,2
25,29,26,2.8,79,1,1,251460,2
25,30,25,2.8,79,1,2,251460,2
23,28,28,2.7,79,1,3,2561460,2
24,27,28,2.8,79,1,1,251460,2
24,30,26,2.8,79,2,2,251460,2
25,30,25,2.8,79,2,1,251460,2
23,27,21,2.8,79,2,2,3921000,2
23,25,29,2.8,79,1,1,958960,2
20,32,25,3.3,79,1,1,251460,2
25,30,26,2.7,79,1,2,958960,2
25,30,27,2.7,79,0,1,251460,2
23,32,27,2.7,79,1,2,1662460,2
23,30,28,2.8,79,4,3,2561460,2
21,25,24,2.8,79,1,2,3325000,2
21,27,23,2.8,79,1,2,2871460,2
22,30,27,2.8,79,1,3,251460,2
22,30,26,2.8,79,1,3,251460,2
22,29,27,2.8,79,1,2,3325000,2
23,28,28,2.8,79,2,5,3325000,2
23,29,28,2.7,79,2,2,3325000,2
24,31,26,2.7,79,2,2,251460,2
25,33,26,2.9,79,1,2,0,2
22,33,29,2.6,79,1,3,251460,2
24,34,26,2.6,79,1,1,1960460,2
24,28,27,2.7,79,1,1,3325000,1
22,29,30,2.8,79,0,1,251460,1
24,30,27,2.6,79,2,1,251460,1
27,30,25,2.8,79,1,1,3921000,1
23,29,28,2.7,79,1,1,958960,1
24,30,28,2.8,79,1,1,251460,1
24,31,27,2.7,79,1,1,0,1
26,29,27,2.7,79,2,1,251460,1
21,30,28,2.8,79,1,1,3325000,1
20,28,29,2.8,79,2,1,3325000,1
22,33,29,2.7,79,2,1,3921000,1
22,20,23,2.8,79,2,0,3427000,1
21,28,28,2.7,79,1,0,2468000,1
19,31,29,2.6,79,2,0,2750000,1
20,31,29,2.7,79,1,0,0,1
25,27,23,2.7,79,1,0,0,1
17,23,20,2.7,79,3,0,3427000,1
20,25,24,2.7,79,1,0,0,1
22,29,28,2.8,79,1,0,0,1
21,30,29,2.7,79,2,0,0,1
23,28,29,2.8,79,1,0,0,1
23,28,27,2.7,79,2,0,0,1
25,29,26,2.8,79,1,0,2665000,1
26,29,27,2.9,79,1,0,2130000,1
23,29,26,2.7,79,1,0,0,1
23,28,29,2.7,79,1,0,250000,1
22,29,28,2.8,79,2,0,2665000,1
21,28,27,2.7,79,1,0,0,1
24,29,26,2.7,79,0,0,0,1
24,29,27,2.7,79,1,0,637500,1
19,25,22,2.9,79,0,0,4023000,1
22,29,29,2.8,79,2,0,0,1
24,27,25,2.7,79,1,0,3427000,1
21,26,24,2.8,79,0,0,0,1
22,28,28,2.8,79,1,0,1100000,1
25,26,26,2.8,79,4,0,4023000,1
21,32,28,2.8,79,4,0,0,1
25,30,25,2.7,79,1,0,3261000,1
20,29,21,2.7,79,1,0,0,1
23,29,25,2.7,79,1,0,2665000,1
24,30,27,2.8,79,1,0,2400000,1
18,33,29,2.7,79,0,0,0,1
24,30,27,2.7,79,1,1,958960,1
27,30,25,2.8,79,1,1,3921000,1
26,31,26,2.8,79,1,1,3921000,1
26,29,27,2.7,79,2,1,251460,1
21,28,28,2.7,79,1,0,2468000,1
24,29,29,2.9,79,1,0,3427000,1
20,26,22,2.6,79,1,0,4023000,1
21,29,29,2.8,79,1,0,0,1
22,29,29,2.8,79,2,0,0,1
20,29,21,2.7,79,1,0,0,1
24,28,27,2.8,79,0,0,0,1
24,29,26,2.8,79,0,0,0,1
18,30,26,2.6,79,3,4,2916000,1
17,33,30,2.8,79,3,14,2916000,1
22,30,28,2.5,79,2,5,2916000,1
21,30,27,2.9,79,1,5,3131000,1
25,26,27,2.6,79,2,6,251460,1
26,26,23,2.6,79,3,1,828960,1
26,23,26,2.7,79,4,1,3121000,1
20,29,29,2.6,78,1,5,251460,2
21,28,30,2.7,78,2,5,251460,2
20,29,29,2.6,78,3,5,251460,2
22,26,29,2.6,78,1,0,2561460,2
20,25,26,2.5,78,2,2,251460,2
25,29,27,2.5,78,2,4,251460,2
20,31,29,2.6,78,3,4,3921000,2
22,31,29,2.6,78,3,2,251460,2
22,27,29,2.7,78,1,2,251460,2
20,25,25,2.8,78,3,3,251460,2
20,29,29,2.7,78,6,1,2561460,2
24,29,26,2.6,78,2,2,251460,2
24,26,27,2.4,78,1,3,251460,2
19,23,24,2.7,78,1,3,3921000,2
21,25,28,2.7,78,1,4,3921000,2
23,30,28,2.7,78,1,1,3921000,2
24,31,25,2.6,78,1,1,3921000,2
21,31,24,2.7,78,2,4,251460,2
21,24,24,2.7,78,1,1,251460,2
20,30,28,2.6,78,2,2,251460,2
22,31,25,2.6,78,1,2,251460,2
24,34,21,2.6,78,1,2,501460,2
19,30,29,2.6,78,1,3,251460,2
15,25,23,2.6,78,2,3,501460,2
24,25,28,2.5,78,2,3,251460,2
24,28,27,2.6,78,2,1,2916460,2
22,32,26,2.6,78,1,1,251460,2
22,33,22,3.1,78,1,1,2871460,2
18,31,29,2.6,78,1,2,3921000,2
22,29,29,2.5,78,1,3,958960,2
20,28,22,2.7,78,1,2,3325000,2
25,27,26,2.6,78,1,1,501460,2
25,29,25,2.7,78,1,1,3921000,2
19,28,23,2.7,78,1,1,3325000,2
24,32,24,2.7,78,1,2,2916460,2
21,28,29,2.7,78,2,3,3325000,2
23,28,29,2.6,78,1,4,251460,2
25,29,26,2.7,78,1,4,3325000,2
24,29,28,2.7,78,1,1,251460,2
23,30,26,2.6,78,1,2,2611460,2
21,27,25,2.6,78,2,4,0,2
25,28,28,2.7,78,2,2,2916460,2
23,30,25,2.6,78,1,1,251460,2
23,32,27,2.6,78,1,2,2921460,2
23,33,27,2.5,78,1,1,1960460,2
23,26,29,2.7,78,3,2,2771460,1
23,32,26,2.6,78,3,2,3071460,1
21,31,26,2.6,78,2,1,251460,1
23,29,27,2.7,78,7,2,3325000,1
23,30,26,2.6,78,2,1,3921000,1
23,28,29,2.7,78,2,1,251460,1
22,35,25,2.7,78,2,1,3921000,1
24,27,26,2.7,78,2,2,251460,1
23,31,27,2.6,78,1,0,4023000,1
21,32,27,2.6,78,1,0,0,1
22,28,27,2.6,78,2,0,1037500,1
22,30,28,2.5,78,2,0,0,1
20,24,25,2.7,78,1,0,4023000,1
20,28,29,2.5,78,1,0,2080000,1
22,30,26,2.7,78,2,0,0,1
23,29,27,2.7,78,2,0,0,1
20,31,28,2.7,78,3,0,787500,1
24,30,26,2.6,78,1,0,2087000,1
22,27,29,2.7,78,1,0,1913500,1
22,24,29,2.6,78,1,0,0,1
19,29,29,2.7,78,1,0,3427000,1
23,27,27,2.6,78,1,0,3840000,1
22,28,28,2.6,78,2,0,637500,1
21,26,27,2.7,78,1,0,4290000,1
21,28,29,2.7,78,2,0,1440000,1
25,25,29,2.7,78,1,0,0,1
25,25,29,2.7,78,1,0,500000,1
25,27,27,2.6,78,1,0,0,1
22,26,30,2.7,78,2,0,4023000,1
24,27,28,2.6,78,1,0,2649000,1
22,27,30,2.6,78,1,0,2572500,1
16,29,25,2.7,78,1,0,3261000,1
21,31,26,2.6,78,2,0,3261000,1
19,24,26,2.7,78,2,0,0,1
24,27,27,2.6,78,1,0,0,1
23,27,28,2.6,78,1,0,0,1
26,25,27,2.7,78,1,0,4023000,1
22,30,26,2.6,78,1,0,537500,1
23,30,24,2.7,78,0,0,0,1
24,30,25,2.7,78,0,0,0,1
21,29,27,2.6,78,0,0,0,1
24,27,28,2.7,78,0,0,0,1
22,29,27,2.6,78,0,0,0,1
23,30,27,2.7,78,0,0,0,1
23,26,27,2.4,78,1,3,251460,1
23,30,26,2.6,78,2,1,3921000,1
21,31,26,2.6,78,2,0,251460,1
24,30,25,2.6,78,2,2,3921000,1
22,27,29,2.7,78,1,0,1913500,1
22,27,26,3,78,1,0,3427000,1
24,27,28,2.6,78,1,0,2649000,1
20,30,28,2.6,78,1,0,2300000,1
23,27,29,2.6,78,0,0,3427000,1
22,28,29,2.7,78,0,0,0,1
15,20,30,2.7,78,3,7,2916000,1
25,19,29,2.5,78,1,5,2251000,1
23,22,30,2.6,78,1,4,2512460,1
23,28,29,2.7,78,1,4,1171460,1
23,24,29,2.5,77,3,5,251460,2
22,27,28,2.7,77,1,1,251460,2
21,28,27,2.5,77,2,1,2916460,2
22,26,30,2.6,77,1,1,251460,2
22,31,27,2.6,77,2,5,2771460,2
23,28,28,2.5,77,1,2,3921000,2
21,24,28,2.5,77,1,1,3738000,2
21,28,29,2.5,77,2,1,251460,2
22,23,29,2.5,77,2,1,0,2
22,26,29,2.5,77,1,1,501460,2
21,26,28,2.5,77,1,3,251460,2
22,29,29,2.5,77,5,5,251460,2
22,26,29,2.5,77,7,7,251460,2
22,31,29,2.5,77,5,1,501460,2
21,29,29,2.6,77,7,2,251460,2
24,27,25,3,77,1,2,4188000,2
23,26,29,2.6,77,1,2,251460,2
22,31,26,2.6,77,2,3,251460,2
18,30,20,2.4,77,2,2,2921460,2
18,26,25,2.6,77,2,1,251460,2
22,28,29,2.5,77,1,1,3921000,2
23,28,29,2.5,77,1,1,251460,2
23,27,29,2.5,77,1,1,251460,2
23,24,27,2.5,77,1,1,251460,2
26,23,27,2.6,77,2,2,251460,2
22,27,29,2.7,77,1,2,251460,2
23,26,27,2.4,77,2,4,1960460,2
24,23,28,2.5,77,1,3,3921000,2
23,29,28,2.4,77,1,1,251460,2
22,30,28,2.6,77,1,1,2771460,2
24,30,25,2.5,77,1,1,1960460,2
24,27,28,2.7,77,1,1,3325000,2
18,31,28,2.5,77,2,4,501460,2
25,27,25,2.5,77,2,1,3325000,2
23,27,28,2.5,77,2,1,251460,2
23,26,30,2.5,77,2,1,251460,2
23,28,28,2.5,77,1,1,3921000,2
22,29,29,2.7,77,1,3,3921000,2
22,28,29,2.5,77,0,2,251460,2
23,29,28,2.5,77,0,2,251460,2
22,28,28,2.5,77,1,2,251460,2
23,32,29,2.5,77,2,2,2744460,2
24,30,27,2.5,77,1,2,3921000,2
22,29,27,2.5,77,2,2,251460,2
21,28,20,2.5,77,1,1,3921000,2
24,30,25,2.5,77,1,2,0,2
22,31,28,2.4,77,1,2,0,2
21,30,25,2.6,77,2,0,251460,2
21,27,26,2.5,77,1,1,251460,2
23,28,25,2.6,77,1,2,251460,2
21,29,26,2.5,77,1,3,251460,2
20,28,27,2.5,77,1,2,958960,2
25,27,25,2.5,77,1,2,2561460,2
24,31,25,2.5,77,1,1,3921000,2
24,26,29,2.6,77,1,2,251460,2
18,31,29,2.7,77,1,2,551460,2
23,31,25,2.6,77,1,2,251460,2
25,29,25,2.6,77,1,4,2771460,2
23,31,24,3.3,77,1,2,2561460,2
22,28,29,2.7,77,1,2,3325000,2
22,28,28,2.7,77,2,2,251460,2
23,31,27,2.6,77,2,3,251460,2
21,25,25,2.6,77,2,1,2771460,2
21,32,28,2.5,77,1,3,251460,2
24,29,27,2.4,77,2,3,3921000,1
18,28,25,2.5,77,6,4,958960,1
24,31,24,2.4,77,1,1,251460,1
21,27,28,2.6,77,1,2,2871460,1
18,27,24,2.6,77,3,0,251460,1
23,29,25,2.8,77,1,1,2871460,1
23,27,27,2.6,77,1,1,3325000,1
20,28,29,2.6,77,1,1,2561460,1
23,27,26,2.6,77,1,2,1327460,1
22,28,26,2.5,77,3,0,3427000,1
20,25,24,2.6,77,1,0,4290000,1
21,29,28,2.6,77,5,0,2665000,1
24,27,27,2.6,77,1,0,1440000,1
21,25,23,2.5,77,1,0,837500,1
23,27,23,2.4,77,1,0,2650000,1
23,27,28,2.5,77,1,0,2080000,1
21,27,26,2.5,77,1,0,2750000,1
24,25,28,2.5,77,1,0,1100000,1
25,29,24,2.5,77,1,0,737500,1
22,28,30,2.7,77,1,0,0,1
18,31,27,2.5,77,2,0,0,1
22,24,25,2.4,77,1,0,4023000,1
20,29,26,2.5,77,1,0,4023000,1
23,29,26,2.7,77,1,0,0,1
19,28,27,2.5,77,1,0,250000,1
21,28,26,2.6,77,2,0,0,1
19,18,18,2.5,77,4,0,1440000,1
21,29,29,2.4,77,1,0,879000,1
21,28,28,2.4,77,1,0,0,1
25,25,25,2.5,77,2,0,587500,1
21,27,28,2.5,77,1,0,0,1
25,28,24,2.6,77,2,0,3261000,1
25,26,28,2.6,77,2,0,0,1
22,28,26,2.6,77,1,0,0,1
23,27,28,2.6,77,1,0,0,1
23,28,26,2.6,77,1,0,0,1
22,27,29,2.6,77,1,0,0,1
24,24,27,2.5,77,0,0,0,1
28,23,28,2.3,77,1,3,1882460,1
19,24,26,2.5,77,6,2,2561460,1
18,28,25,2.5,77,6,4,958960,1
24,31,24,2.4,77,1,1,251460,1
21,27,28,2.6,77,1,2,2871460,1
18,27,24,2.6,77,3,0,251460,1
20,27,21,2.5,77,1,1,3325000,1
20,28,29,2.6,77,1,1,2561460,1
21,27,28,2.6,77,1,1,3921000,1
23,27,26,2.6,77,1,2,1327460,1
21,29,26,2.6,77,1,0,0,1
21,28,28,2.4,77,1,0,0,1
25,25,28,2.6,77,1,0,0,1
18,25,27,2.4,77,3,3,3779000,1
20,29,28,2.4,77,2,6,2531000,1
22,23,29,2.5,77,2,6,2971460,1
22,25,29,2.4,77,4,3,3717000,1
21,28,29,2.4,76,1,4,251460,2
19,28,29,2.4,76,0,1,2771460,2
21,27,29,2.4,76,6,1,2916460,2
23,26,28,2.4,76,1,3,3325000,2
23,30,25,3,76,1,1,4188000,2
20,29,28,2.5,76,2,1,251460,2
21,28,29,2.3,76,2,1,2921460,2
19,20,24,2.6,76,1,4,1521460,2
25,26,28,2.5,76,1,2,3921000,2
24,30,25,2.4,76,1,1,251460,2
25,31,23,2.5,76,2,1,2561460,2
24,25,25,2.5,76,0,1,2916460,2
18,32,26,2.5,76,3,3,3325000,2
17,31,27,2.4,76,2,4,251460,2
20,26,29,2.5,76,2,1,958960,2
24,26,26,2.4,76,2,1,1662460,2
21,28,29,2.3,76,2,2,251460,2
21,29,27,2.4,76,0,2,251460,2
20,28,29,2.4,76,1,2,3921000,2
22,28,25,2.5,76,1,1,251460,2
21,30,25,2.5,76,1,2,251460,2
22,26,28,2.5,76,0,2,2771460,2
22,30,25,3,76,1,1,251460,2
21,27,28,2.5,76,7,1,1584460,2
22,28,27,2.9,76,1,4,251460,2
25,28,26,2.5,76,1,3,958960,2
23,28,26,2.4,76,1,4,251460,2
22,29,27,2.4,76,1,2,251460,2
18,27,24,2.5,76,1,2,958960,2
22,28,26,2.4,76,1,2,251460,2
22,26,24,2.5,76,1,2,3325000,2
23,28,28,2.5,76,1,2,3325000,2
22,29,28,2.5,76,1,2,2561460,2
20,26,24,2.5,76,2,2,2916460,2
23,27,26,2.5,76,2,2,1662460,2
22,28,27,2.5,76,2,1,251460,2
21,26,27,2.5,76,2,2,501460,2
23,27,27,2.5,76,2,2,251460,2
24,25,26,2.5,76,1,1,251460,2
23,27,26,2.4,76,2,1,3921000,2
23,28,24,2.3,76,1,1,3921000,2
24,28,26,2.5,76,1,1,0,1
24,25,29,2.5,76,1,6,3325000,1
24,25,27,2.3,76,2,1,1868460,1
23,28,25,2.4,76,7,0,0,1
23,27,26,2.4,76,3,4,251460,1
22,31,23,2.4,76,2,1,251460,1
22,26,26,2.3,76,3,2,251460,1
23,20,27,2.3,76,2,1,0,1
23,27,28,2.5,76,1,1,3921000,1
23,32,27,2.4,76,1,5,2771460,1
23,28,25,2.4,76,1,0,3840000,1
17,26,24,2.5,76,1,0,1340000,1
22,27,20,2.4,76,1,0,0,1
21,19,24,2.4,76,2,0,0,1
21,27,28,2.6,76,4,0,3427000,1
21,23,25,2.4,76,1,0,0,1
23,23,20,2.4,76,1,0,0,1
20,25,22,2.4,76,1,0,0,1
20,26,28,2.5,76,2,0,0,1
22,26,28,2.4,76,1,0,0,1
21,27,27,2.5,76,1,0,0,1
22,23,28,2.5,76,1,0,0,1
22,23,25,2.4,76,1,0,0,1
23,26,26,2.4,76,1,0,4023000,1
23,23,28,2.5,76,3,0,2130000,1
23,25,28,2.4,76,1,0,587500,1
25,24,28,2.5,76,0,0,0,1
24,28,24,2.4,76,1,0,2300000,1
19,23,19,3,76,0,0,0,1
21,25,21,2.4,76,3,0,3261000,1
24,25,27,2.3,76,1,0,0,1
22,28,27,2.3,76,0,0,0,1
22,29,26,2.5,76,0,0,0,1
19,29,27,2.3,76,0,0,0,1
23,27,26,2.5,76,0,0,0,1
23,27,29,2.3,76,2,3,3921000,1
24,25,27,2.3,76,2,1,1868460,1
23,28,25,2.4,76,7,0,0,1
23,27,26,2.4,76,3,4,251460,1
23,32,27,2.4,76,1,5,2771460,1
23,27,28,2.4,76,2,0,2650000,1
17,26,24,2.5,76,1,0,1340000,1
20,26,28,2.5,76,2,0,0,1
22,26,28,2.4,76,1,0,0,1
19,23,19,3,76,0,0,0,1
20,28,28,2.5,76,0,0,0,1
18,16,23,2.3,76,3,6,1881500,1
23,24,30,2.3,76,2,6,251460,1
21,25,23,2.5,76,9,2,3819000,1
19,26,29,2.3,75,2,5,3325000,2
22,25,29,2.3,75,2,5,251460,2
21,24,30,2.3,75,2,5,2871460,2
22,22,30,2.4,75,1,5,251460,2
21,25,29,2.5,75,2,5,251460,2
22,24,29,2.3,75,3,5,251460,2
22,27,26,2.3,75,2,5,251460,2
20,29,26,2.4,75,1,1,1130460,2
19,27,29,2.3,75,1,1,3325000,2
20,28,27,2.4,75,3,2,0,2
23,30,25,2.3,75,4,2,2561460,2
19,23,25,2.3,75,2,1,3325000,2
21,26,28,2.4,75,1,1,2851460,2
20,25,29,2.4,75,5,2,3325000,2
20,29,28,2.3,75,6,2,251460,2
20,28,28,2.4,75,2,2,251460,2
21,28,29,2.4,75,3,1,3921000,2
20,29,28,2.3,75,1,1,501460,2
21,18,27,2.2,75,2,4,3921000,2
22,30,26,2.3,75,1,1,251460,2
26,28,28,2.5,75,2,4,251460,2
22,24,22,2.3,75,2,1,3921000,2
24,27,27,2.4,75,3,4,251460,2
24,26,29,2.4,75,1,3,3325000,2
18,30,28,2.3,75,4,2,2916460,2
21,26,26,2.4,75,2,3,251460,2
20,26,28,2.3,75,2,2,251460,2
19,27,28,2.2,75,3,1,3325000,2
18,28,26,2.3,75,1,2,3325000,2
23,29,26,2.3,75,1,0,251460,2
22,31,25,2.4,75,11,6,3325000,2
22,26,29,2.3,75,2,5,958960,2
21,28,27,2.5,75,1,2,2561460,2
20,27,28,2.3,75,1,2,1662460,2
21,29,28,2.4,75,3,2,251460,2
19,25,29,2.3,75,4,1,251460,2
20,25,29,2.4,75,1,1,2771460,2
22,26,27,2.3,75,1,1,1229460,2
20,27,28,2.3,75,4,1,3071460,1
20,28,28,2.2,75,2,1,2561460,1
22,23,29,2.4,75,4,1,251460,1
23,25,28,2.3,75,2,1,251460,1
18,26,23,2.4,75,1,1,251460,1
17,28,29,2.4,75,1,1,251460,1
22,25,29,2.2,75,1,1,1960460,1
25,25,27,2.3,75,1,2,251460,1
18,26,23,2.4,75,2,0,2650000,1
20,28,27,2.4,75,1,0,2700000,1
23,28,27,2.5,75,3,0,4023000,1
24,27,26,2.4,75,1,0,4023000,1
17,21,17,2.4,75,1,0,3427000,1
22,28,26,2.7,75,1,0,637500,1
22,27,28,2.3,75,1,0,1440000,1
22,26,29,2.6,75,2,0,0,1
20,26,30,2.4,75,2,0,1440000,1
21,26,30,2.5,75,1,0,1440000,1
18,28,28,2.4,75,2,0,0,1
20,29,26,2.3,75,1,0,0,1
21,27,29,2.4,75,1,0,3078000,1
20,27,26,2.3,75,1,0,0,1
23,26,26,2.2,75,2,0,0,1
25,22,27,2.4,75,2,0,900000,1
21,26,28,2.3,75,2,0,587500,1
22,24,28,2.4,75,1,0,1770000,1
24,27,25,2.4,75,1,0,3261000,1
25,23,26,2.3,75,0,0,0,1
21,26,29,2.4,75,2,0,0,1
24,25,27,2.4,75,0,0,0,1
21,28,27,2.4,75,0,0,0,1
21,29,26,2.3,75,1,1,3325000,1
20,27,28,2.3,75,4,1,3071460,1
23,28,28,2.3,75,1,1,251460,1
22,23,29,2.4,75,4,1,251460,1
17,28,29,2.4,75,1,1,251460,1
22,25,29,2.2,75,1,1,1960460,1
25,25,27,2.3,75,1,2,251460,1
20,27,25,2.3,75,1,0,0,1
19,27,29,2.4,75,1,0,0,1
21,24,28,2.3,75,1,0,0,1
23,26,26,2.2,75,2,0,0,1
23,27,26,2.4,75,1,0,0,1
21,25,29,2.4,75,1,0,0,1
25,18,29,2.2,75,1,4,2916000,1
23,31,24,3.1,75,1,3,611000,1
23,27,23,3,75,4,2,2671460,1
22,25,27,2.1,74,2,5,251460,2
22,23,29,2.3,74,3,5,251460,2
21,25,29,2.2,74,1,4,501460,2
20,27,26,2.3,74,0,1,251460,2
21,22,29,2.3,74,3,2,3325000,2
19,23,28,2.2,74,2,1,251460,2
21,27,28,2.3,74,3,1,3325000,2
23,28,25,2.6,74,1,2,251460,2
22,24,28,2.4,74,1,2,4188000,2
23,29,24,2.9,74,1,2,4188000,2
22,23,29,2.3,74,1,2,958960,2
20,29,26,2.2,74,3,1,251460,2
23,27,27,2.2,74,2,2,251460,2
20,30,28,2.2,74,1,1,251460,2
22,28,26,2.2,74,1,1,2921460,2
22,29,24,2.2,74,2,1,3921000,2
19,23,24,2.2,74,1,2,251460,2
20,24,27,2.2,74,1,2,251460,2
26,27,25,2.3,74,1,1,251460,2
24,25,25,2.4,74,6,2,251460,2
23,23,28,2.4,74,1,2,251460,2
15,19,29,2.3,74,2,1,251460,2
22,23,28,2.2,74,2,4,251460,2
20,26,28,2.2,74,1,1,3325000,2
22,28,27,2.6,74,1,2,251460,2
23,30,24,2.2,74,1,1,2971460,2
21,25,27,2.2,74,0,2,501460,2
23,26,26,2.2,74,2,2,3921000,2
18,28,29,2.4,74,2,1,958960,2
22,28,26,2.3,74,1,1,251460,2
21,28,27,2.4,74,1,2,2771460,2
22,28,28,2.3,74,1,3,3325000,2
17,26,29,2.3,74,1,1,3921000,2
20,28,25,2.4,74,5,2,879000,1
18,28,29,2.2,74,2,1,251460,1
20,26,29,2.2,74,4,1,251460,1
22,22,29,2.1,74,3,1,2561460,1
21,29,27,2.2,74,2,2,2771460,1
19,29,25,2.1,74,1,0,0,1
22,25,27,2.2,74,2,0,0,1
20,27,25,2.3,74,2,0,1150000,1
20,23,23,2.3,74,4,0,0,1
19,26,27,2.3,74,2,0,0,1
20,28,27,2.3,74,1,0,0,1
20,23,28,2.3,74,1,0,3427000,1
22,24,26,2.3,74,3,0,2080000,1
22,26,26,2.7,74,1,0,0,1
22,25,25,2.2,74,1,0,0,1
21,26,26,2.3,74,0,0,0,1
22,26,25,2.2,74,1,0,4023000,1
18,22,30,2.3,74,1,0,4023000,1
20,20,23,2.2,74,3,0,0,1
19,21,28,2.3,74,1,0,0,1
18,21,20,2.2,74,3,0,3000000,1
20,24,24,2.2,74,2,0,0,1
16,25,24,2.3,74,2,0,0,1
24,30,24,2.9,74,1,0,1440000,1
20,26,28,2.1,74,1,0,0,1
21,26,29,2.3,74,1,0,2665000,1
20,25,26,2.3,74,2,0,0,1
21,27,25,2.3,74,1,0,3261000,1
21,25,28,2.4,74,1,0,3261000,1
23,28,25,2.3,74,1,0,0,1
19,23,24,2.2,74,1,0,0,1
21,28,26,2.4,74,3,0,2665000,1
22,26,24,2.3,74,1,0,0,1
18,28,29,2.2,74,2,1,251460,1
21,27,28,2.3,74,2,1,251460,1
22,28,28,2.4,74,1,0,0,1
24,30,24,2.9,74,1,0,1440000,1
22,29,22,2.7,74,0,0,0,1
20,24,24,2.2,74,3,4,3779000,1
22,20,29,2.1,74,1,3,251000,1
22,23,28,2.2,74,4,1,251460,1
21,25,26,2.1,74,1,4,251460,1
20,27,21,2.7,74,1,2,251460,1
21,22,29,2.2,73,3,5,3325000,2
19,25,29,2,73,2,5,958960,2
20,28,27,2.3,73,1,1,501460,2
20,27,23,2.6,73,1,2,958960,2
18,29,29,2.2,73,3,2,2744460,2
22,27,28,2.2,73,3,2,2921460,2
20,27,27,2.2,73,2,2,3738000,2
23,20,28,2.2,73,2,1,251460,2
18,28,29,2.1,73,6,3,3325000,2
24,28,24,2.7,73,1,2,4188000,2
24,28,23,2.6,73,1,0,3071460,2
19,25,21,2.1,73,2,1,1960460,2
18,26,28,2.1,73,1,4,251460,2
18,29,27,2.1,73,1,1,3921000,2
22,27,26,2.1,73,7,2,251460,2
20,24,29,2.2,73,1,3,3921000,2
23,27,25,2.2,73,1,1,2744460,2
24,24,26,2.2,73,1,1,3325000,2
24,31,21,2.9,73,1,1,3921000,2
21,25,29,2.1,73,2,1,3325000,2
21,26,26,2.1,73,2,2,3325000,2
18,29,29,2.1,73,0,1,3921000,2
22,26,26,2.1,73,1,2,251460,2
23,29,23,2,73,1,1,250000,2
18,26,21,2.7,73,1,2,2916460,2
17,23,25,2.3,73,1,1,2771460,2
18,28,28,2.3,73,1,1,251460,2
20,29,26,2.2,73,1,2,251460,2
21,25,25,2.2,73,1,1,2561460,2
23,25,25,2.2,73,2,3,3325000,2
22,26,27,2.2,73,1,3,2871460,2
23,28,23,2.1,73,2,2,3325000,2
22,28,25,2.2,73,1,0,251460,1
22,26,23,2.7,73,3,1,3325000,1
21,26,28,1.9,73,1,1,3325000,1
21,30,22,2.6,73,1,2,251460,1
21,27,28,2.2,73,1,3,2916460,1
17,19,26,2.1,73,1,0,250000,1
17,26,28,2,73,2,0,1076000,1
17,31,24,2.1,73,1,0,0,1
20,25,26,2.2,73,2,0,0,1
19,24,28,2.3,73,1,0,0,1
22,24,28,2.2,73,1,0,0,1
20,26,23,2.2,73,0,0,4023000,1
20,26,27,2,73,1,0,4023000,1
21,23,23,2.2,73,1,0,0,1
21,25,27,2.3,73,1,0,3427000,1
18,25,29,2.1,73,2,0,2950000,1
16,23,26,2.1,73,1,0,0,1
19,25,28,2.2,73,1,0,1770000,1
22,26,25,2.2,73,1,0,2665000,1
